id,week_number,attendance,assignment,marks,comments,user
80267,7,82,71,89,Week 7 good.,8028
80268,8,91,94,59,Week 8 good.,8028
80269,9,88,99,80,Week 9 good.,8028
80270,10,93,89,73,Week 10 good.,8028
80271,1,91,66,94,Week 1 good.,8029
80272,2,82,69,89,Week 2 good.,8029
80273,3,81,88,98,Week 3 good.,8029
80274,4,89,79,82,Week 4 good.,8029
80275,5,87,68,75,Week 5 good.,8029
80276,6,88,78,66,Week 6 good.,8029
80277,7,80,95,67,Week 7 good.,8029
80278,8,90,85,57,Week 8 good.,8029
80279,9,89,98,100,Week 9 good.,8029
80280,10,88,61,70,Week 10 good.,8029
80281,1,86,63,79,Week 1 good.,8030
80282,2,83,74,94,Week 2 good.,8030
80283,3,98,100,78,Week 3 good.,8030
80284,4,96,87,60,Week 4 good.,8030
80285,5,82,77,56,Week 5 good.,8030
80286,6,95,90,94,Week 6 good.,8030
80287,7,85,69,57,Week 7 good.,8030
80288,8,94,65,65,Week 8 good.,8030
80289,9,94,76,92,Week 9 good.,8030
80290,10,94,64,85,Week 10 good.,8030
80291,1,80,64,52,Week 1 good.,8031
80292,2,90,80,52,Week 2 good.,8031
80293,3,97,86,72,Week 3 good.,8031
80294,4,95,80,50,Week 4 good.,8031
80295,5,81,62,61,Week 5 good.,8031
80296,6,98,60,77,Week 6 good.,8031
80297,7,81,87,85,Week 7 good.,8031
80298,8,87,62,66,Week 8 good.,8031
80299,9,99,89,88,Week 9 good.,8031
80300,10,99,75,99,Week 10 good.,8031
80301,1,93,65,97,Week 1 good.,8032
80302,2,100,95,97,Week 2 good.,8032
80303,3,97,81,83,Week 3 good.,8032
80304,4,92,66,85,Week 4 good.,8032
80305,5,82,84,97,Week 5 good.,8032
80306,6,82,70,82,Week 6 good.,8032
80307,7,98,79,71,Week 7 good.,8032
80308,8,84,69,88,Week 8 good.,8032
80309,9,87,89,83,Week 9 good.,8032
80310,10,80,68,79,Week 10 good.,8032
80311,1,89,79,74,Week 1 good.,8033
80312,2,86,61,70,Week 2 good.,8033
80313,3,86,75,54,Week 3 good.,8033
80314,4,84,80,74,Week 4 good.,8033
80315,5,100,82,81,Week 5 good.,8033
80316,6,80,87,96,Week 6 good.,8033
80317,7,93,79,86,Week 7 good.,8033
80318,8,84,97,73,Week 8 good.,8033
80319,9,93,81,65,Week 9 good.,8033
80320,10,91,88,64,Week 10 good.,8033
80321,1,87,86,79,Week 1 good.,8034
80322,2,99,87,79,Week 2 good.,8034
80323,3,89,95,62,Week 3 good.,8034
80324,4,94,92,71,Week 4 good.,8034
80325,5,84,96,66,Week 5 good.,8034
80326,6,88,82,91,Week 6 good.,8034
80327,7,92,75,92,Week 7 good.,8034
80328,8,96,88,58,Week 8 good.,8034
80329,9,98,86,67,Week 9 good.,8034
80330,10,90,88,70,Week 10 good.,8034
80331,1,88,73,79,Week 1 good.,8035
80332,2,92,84,60,Week 2 good.,8035
80333,3,92,81,85,Week 3 good.,8035
80334,4,100,94,77,Week 4 good.,8035
80335,5,85,78,52,Week 5 good.,8035
80336,6,88,75,96,Week 6 good.,8035
80337,7,100,95,59,Week 7 good.,8035
80338,8,88,91,76,Week 8 good.,8035
80339,9,95,75,64,Week 9 good.,8035
80340,10,81,85,95,Week 10 good.,8035
80341,1,100,72,53,Week 1 good.,8036
80342,2,86,76,66,Week 2 good.,8036
80343,3,96,92,90,Week 3 good.,8036
80344,4,90,80,91,Week 4 good.,8036
80345,5,85,66,60,Week 5 good.,8036
80346,6,91,80,97,Week 6 good.,8036
80347,7,97,78,65,Week 7 good.,8036
80348,8,80,75,77,Week 8 good.,8036
80349,9,99,77,99,Week 9 good.,8036
80350,10,82,70,58,Week 10 good.,8036
80351,1,92,79,59,Week 1 good.,8037
80352,2,90,73,90,Week 2 good.,8037
80353,3,83,76,75,Week 3 good.,8037
80354,4,81,61,59,Week 4 good.,8037
80355,5,85,66,53,Week 5 good.,8037
80356,6,98,97,60,Week 6 good.,8037
80357,7,100,74,59,Week 7 good.,8037
80358,8,80,75,61,Week 8 good.,8037
80359,9,89,87,54,Week 9 good.,8037
80360,10,100,98,55,Week 10 good.,8037
80361,1,98,76,63,Week 1 good.,8038
80362,2,95,91,54,Week 2 good.,8038
80363,3,86,85,80,Week 3 good.,8038
80364,4,86,88,55,Week 4 good.,8038
80365,5,80,97,80,Week 5 good.,8038
80366,6,95,67,97,Week 6 good.,8038
80367,7,90,94,69,Week 7 good.,8038
80368,8,85,92,61,Week 8 good.,8038
80369,9,100,78,91,Week 9 good.,8038
80370,10,80,83,67,Week 10 good.,8038
80371,1,93,67,65,Week 1 good.,8039
80372,2,98,61,60,Week 2 good.,8039
80373,3,85,86,75,Week 3 good.,8039
80374,4,89,63,98,Week 4 good.,8039
80375,5,87,96,91,Week 5 good.,8039
80376,6,86,78,55,Week 6 good.,8039
80377,7,99,91,64,Week 7 good.,8039
80378,8,93,71,63,Week 8 good.,8039
80379,9,80,84,56,Week 9 good.,8039
80380,10,96,88,90,Week 10 good.,8039
80381,1,81,94,80,Week 1 good.,8040
80382,2,100,91,64,Week 2 good.,8040
80383,3,97,98,55,Week 3 good.,8040
80384,4,93,94,70,Week 4 good.,8040
80385,5,91,83,67,Week 5 good.,8040
80386,6,82,95,90,Week 6 good.,8040
80387,7,94,75,96,Week 7 good.,8040
80388,8,91,95,68,Week 8 good.,8040
80389,9,80,76,92,Week 9 good.,8040
80390,10,90,69,77,Week 10 good.,8040
80391,1,93,71,86,Week 1 good.,8041
80392,2,84,83,77,Week 2 good.,8041
80393,3,82,76,58,Week 3 good.,8041
80394,4,99,94,62,Week 4 good.,8041
80395,5,82,72,73,Week 5 good.,8041
80396,6,84,60,92,Week 6 good.,8041
80397,7,88,67,78,Week 7 good.,8041
80398,8,91,74,91,Week 8 good.,8041
80399,9,81,84,59,Week 9 good.,8041
80400,10,94,100,51,Week 10 good.,8041
80401,1,83,93,78,Week 1 good.,8042
80402,2,89,76,66,Week 2 good.,8042
80403,3,89,83,51,Week 3 good.,8042
80404,4,98,97,69,Week 4 good.,8042
80405,5,96,95,76,Week 5 good.,8042
80406,6,98,95,70,Week 6 good.,8042
80407,7,88,68,56,Week 7 good.,8042
80408,8,93,64,52,Week 8 good.,8042
80409,9,95,60,75,Week 9 good.,8042
80410,10,80,73,55,Week 10 good.,8042
80411,1,99,86,60,Week 1 good.,8043
80412,2,96,74,77,Week 2 good.,8043
80413,3,86,93,79,Week 3 good.,8043
80414,4,96,64,95,Week 4 good.,8043
80415,5,80,86,98,Week 5 good.,8043
80416,6,95,89,51,Week 6 good.,8043
80417,7,91,87,72,Week 7 good.,8043
80418,8,83,65,94,Week 8 good.,8043
80419,9,85,74,97,Week 9 good.,8043
80420,10,96,83,91,Week 10 good.,8043
80421,1,92,98,68,Week 1 good.,8044
80422,2,89,86,65,Week 2 good.,8044
80423,3,83,90,69,Week 3 good.,8044
80424,4,89,86,88,Week 4 good.,8044
80425,5,90,80,71,Week 5 good.,8044
80426,6,84,72,100,Week 6 good.,8044
80427,7,94,64,98,Week 7 good.,8044
80428,8,80,71,97,Week 8 good.,8044
80429,9,93,70,61,Week 9 good.,8044
80430,10,85,92,86,Week 10 good.,8044
80431,1,87,93,89,Week 1 good.,8045
80432,2,81,96,58,Week 2 good.,8045
80433,3,84,92,60,Week 3 good.,8045
80434,4,89,79,82,Week 4 good.,8045
80435,5,90,85,64,Week 5 good.,8045
80436,6,94,79,74,Week 6 good.,8045
80437,7,99,74,94,Week 7 good.,8045
80438,8,96,86,66,Week 8 good.,8045
80439,9,89,78,57,Week 9 good.,8045
80440,10,98,97,70,Week 10 good.,8045
80441,1,94,65,69,Week 1 good.,8046
80442,2,91,93,50,Week 2 good.,8046
80443,3,83,87,59,Week 3 good.,8046
80444,4,87,77,56,Week 4 good.,8046
80445,5,95,65,60,Week 5 good.,8046
80446,6,80,89,84,Week 6 good.,8046
80447,7,97,78,58,Week 7 good.,8046
80448,8,87,89,81,Week 8 good.,8046
80449,9,85,82,79,Week 9 good.,8046
80450,10,87,70,72,Week 10 good.,8046
80451,1,86,75,67,Week 1 good.,8047
80452,2,89,87,76,Week 2 good.,8047
80453,3,94,60,65,Week 3 good.,8047
80454,4,96,89,96,Week 4 good.,8047
80455,5,87,88,92,Week 5 good.,8047
80456,6,92,89,79,Week 6 good.,8047
80457,7,88,61,77,Week 7 good.,8047
80458,8,89,96,57,Week 8 good.,8047
80459,9,90,92,82,Week 9 good.,8047
80460,10,87,60,66,Week 10 good.,8047
80461,1,100,100,88,Week 1 good.,8048
80462,2,98,77,83,Week 2 good.,8048
80463,3,94,75,68,Week 3 good.,8048
80464,4,84,85,98,Week 4 good.,8048
80465,5,93,74,80,Week 5 good.,8048
80466,6,87,96,67,Week 6 good.,8048
80467,7,86,73,87,Week 7 good.,8048
80468,8,94,73,73,Week 8 good.,8048
80469,9,80,74,75,Week 9 good.,8048
80470,10,92,93,68,Week 10 good.,8048
80471,1,97,82,91,Week 1 good.,8049
80472,2,85,76,62,Week 2 good.,8049
80473,3,91,70,87,Week 3 good.,8049
80474,4,87,88,88,Week 4 good.,8049
80475,5,97,84,58,Week 5 good.,8049
80476,6,94,90,60,Week 6 good.,8049
80477,7,92,77,99,Week 7 good.,8049
80478,8,94,92,69,Week 8 good.,8049
80479,9,97,99,77,Week 9 good.,8049
80480,10,100,87,64,Week 10 good.,8049
80481,1,83,83,100,Week 1 good.,8050
80482,2,94,60,97,Week 2 good.,8050
80483,3,97,74,65,Week 3 good.,8050
80484,4,94,65,52,Week 4 good.,8050
80485,5,91,100,93,Week 5 good.,8050
80486,6,89,69,77,Week 6 good.,8050
80487,7,100,88,98,Week 7 good.,8050
80488,8,95,83,89,Week 8 good.,8050
80489,9,97,63,90,Week 9 good.,8050
80490,10,96,93,90,Week 10 good.,8050
80491,1,89,78,73,Week 1 good.,8051
80492,2,82,89,51,Week 2 good.,8051
80493,3,91,62,77,Week 3 good.,8051
80494,4,82,69,99,Week 4 good.,8051
80495,5,80,65,83,Week 5 good.,8051
80496,6,91,94,90,Week 6 good.,8051
80497,7,80,91,80,Week 7 good.,8051
80498,8,89,95,98,Week 8 good.,8051
80499,9,92,81,55,Week 9 good.,8051
80500,10,97,69,97,Week 10 good.,8051
80501,1,91,60,69,Week 1 good.,8052
80502,2,83,67,77,Week 2 good.,8052
80503,3,82,66,100,Week 3 good.,8052
80504,4,93,87,51,Week 4 good.,8052
80505,5,81,85,88,Week 5 good.,8052
80506,6,81,96,83,Week 6 good.,8052
80507,7,96,100,50,Week 7 good.,8052
80508,8,98,93,84,Week 8 good.,8052
80509,9,92,89,83,Week 9 good.,8052
80510,10,84,80,93,Week 10 good.,8052
80511,1,95,95,89,Week 1 good.,8053
80512,2,82,93,69,Week 2 good.,8053
80513,3,81,89,79,Week 3 good.,8053
80514,4,80,84,61,Week 4 good.,8053
80515,5,80,71,79,Week 5 good.,8053
80516,6,96,76,68,Week 6 good.,8053
80517,7,95,89,53,Week 7 good.,8053
80518,8,88,75,62,Week 8 good.,8053
80519,9,86,79,76,Week 9 good.,8053
80520,10,80,72,64,Week 10 good.,8053
80521,1,88,76,80,Week 1 good.,8054
80522,2,87,64,76,Week 2 good.,8054
80523,3,82,75,71,Week 3 good.,8054
80524,4,83,71,80,Week 4 good.,8054
80525,5,94,76,86,Week 5 good.,8054
80526,6,95,76,98,Week 6 good.,8054
80527,7,95,97,98,Week 7 good.,8054
80528,8,90,82,92,Week 8 good.,8054
80529,9,100,69,52,Week 9 good.,8054
80530,10,87,100,89,Week 10 good.,8054
80531,1,88,95,54,Week 1 good.,8055
80532,2,91,62,98,Week 2 good.,8055
80533,3,91,81,87,Week 3 good.,8055
80534,4,80,80,87,Week 4 good.,8055
80535,5,94,77,97,Week 5 good.,8055
80536,6,92,98,68,Week 6 good.,8055
80537,7,84,83,58,Week 7 good.,8055
80538,8,84,94,70,Week 8 good.,8055
80539,9,88,88,83,Week 9 good.,8055
80540,10,93,72,97,Week 10 good.,8055
80541,1,90,79,100,Week 1 good.,8056
80542,2,83,75,87,Week 2 good.,8056
80543,3,84,66,82,Week 3 good.,8056
80544,4,85,83,60,Week 4 good.,8056
80545,5,94,78,52,Week 5 good.,8056
80546,6,80,93,70,Week 6 good.,8056
80547,7,92,85,98,Week 7 good.,8056
80548,8,90,83,54,Week 8 good.,8056
80549,9,95,65,86,Week 9 good.,8056
80550,10,83,72,94,Week 10 good.,8056
80551,1,90,86,99,Week 1 good.,8057
80552,2,93,93,57,Week 2 good.,8057
80553,3,91,79,50,Week 3 good.,8057
80554,4,84,63,57,Week 4 good.,8057
80555,5,95,62,93,Week 5 good.,8057
80556,6,97,63,89,Week 6 good.,8057
80557,7,91,96,68,Week 7 good.,8057
80558,8,97,82,58,Week 8 good.,8057
80559,9,93,73,89,Week 9 good.,8057
80560,10,87,82,52,Week 10 good.,8057
80561,1,91,86,92,Week 1 good.,8058
80562,2,81,63,63,Week 2 good.,8058
80563,3,81,81,65,Week 3 good.,8058
80564,4,94,87,95,Week 4 good.,8058
80565,5,92,88,76,Week 5 good.,8058
80566,6,86,99,51,Week 6 good.,8058
80567,7,99,100,100,Week 7 good.,8058
80568,8,87,69,52,Week 8 good.,8058
80569,9,81,94,80,Week 9 good.,8058
80570,10,80,82,60,Week 10 good.,8058
80571,1,84,67,63,Week 1 good.,8059
80572,2,82,69,60,Week 2 good.,8059
80573,3,100,79,74,Week 3 good.,8059
80574,4,89,78,70,Week 4 good.,8059
80575,5,97,66,97,Week 5 good.,8059
80576,6,94,88,73,Week 6 good.,8059
80577,7,92,74,93,Week 7 good.,8059
80578,8,95,73,74,Week 8 good.,8059
80579,9,86,64,88,Week 9 good.,8059
80580,10,100,73,84,Week 10 good.,8059
80581,1,88,75,68,Week 1 good.,8060
80582,2,88,71,59,Week 2 good.,8060
80583,3,95,62,99,Week 3 good.,8060
80584,4,99,65,69,Week 4 good.,8060
80585,5,81,91,100,Week 5 good.,8060
80586,6,97,100,93,Week 6 good.,8060
80587,7,83,78,98,Week 7 good.,8060
80588,8,90,95,50,Week 8 good.,8060
80589,9,89,71,98,Week 9 good.,8060
80590,10,86,67,93,Week 10 good.,8060
80591,1,88,88,72,Week 1 good.,8061
80592,2,83,85,56,Week 2 good.,8061
80593,3,90,72,74,Week 3 good.,8061
80594,4,92,74,100,Week 4 good.,8061
80595,5,95,75,66,Week 5 good.,8061
80596,6,90,93,63,Week 6 good.,8061
80597,7,97,81,67,Week 7 good.,8061
80598,8,80,62,83,Week 8 good.,8061
80599,9,80,98,79,Week 9 good.,8061
80600,10,92,81,89,Week 10 good.,8061
80601,1,99,82,51,Week 1 good.,8062
80602,2,82,76,55,Week 2 good.,8062
80603,3,88,93,51,Week 3 good.,8062
80604,4,97,66,98,Week 4 good.,8062
80605,5,94,88,88,Week 5 good.,8062
80606,6,100,68,66,Week 6 good.,8062
80607,7,92,96,88,Week 7 good.,8062
80608,8,98,79,99,Week 8 good.,8062
80609,9,89,99,66,Week 9 good.,8062
80610,10,97,60,78,Week 10 good.,8062
80611,1,96,86,84,Week 1 good.,8063
80612,2,89,89,94,Week 2 good.,8063
80613,3,83,60,71,Week 3 good.,8063
80614,4,89,67,86,Week 4 good.,8063
80615,5,90,61,67,Week 5 good.,8063
80616,6,82,82,69,Week 6 good.,8063
80617,7,89,84,95,Week 7 good.,8063
80618,8,90,96,70,Week 8 good.,8063
80619,9,98,75,99,Week 9 good.,8063
80620,10,91,72,100,Week 10 good.,8063
80621,1,89,97,87,Week 1 good.,8064
80622,2,98,63,98,Week 2 good.,8064
80623,3,81,82,77,Week 3 good.,8064
80624,4,81,61,60,Week 4 good.,8064
80625,5,90,64,71,Week 5 good.,8064
80626,6,86,82,73,Week 6 good.,8064
80627,7,90,74,93,Week 7 good.,8064
80628,8,97,68,73,Week 8 good.,8064
80629,9,81,96,71,Week 9 good.,8064
80630,10,82,61,79,Week 10 good.,8064
80631,1,92,97,57,Week 1 good.,8065
80632,2,86,61,55,Week 2 good.,8065
80633,3,90,79,62,Week 3 good.,8065
80634,4,99,100,71,Week 4 good.,8065
80635,5,83,87,77,Week 5 good.,8065
80636,6,93,76,51,Week 6 good.,8065
80637,7,88,62,57,Week 7 good.,8065
80638,8,81,64,50,Week 8 good.,8065
80639,9,90,68,97,Week 9 good.,8065
80640,10,97,60,68,Week 10 good.,8065
80641,1,93,90,79,Week 1 good.,8066
80642,2,97,68,90,Week 2 good.,8066
80643,3,90,61,75,Week 3 good.,8066
80644,4,86,72,99,Week 4 good.,8066
80645,5,96,67,81,Week 5 good.,8066
80646,6,90,72,86,Week 6 good.,8066
80647,7,81,99,76,Week 7 good.,8066
80648,8,95,99,82,Week 8 good.,8066
80649,9,87,66,83,Week 9 good.,8066
80650,10,86,87,84,Week 10 good.,8066
80651,1,85,63,54,Week 1 good.,8067
80652,2,88,88,56,Week 2 good.,8067
80653,3,90,83,94,Week 3 good.,8067
80654,4,100,76,95,Week 4 good.,8067
80655,5,81,74,93,Week 5 good.,8067
80656,6,89,87,62,Week 6 good.,8067
80657,7,94,85,88,Week 7 good.,8067
80658,8,96,83,96,Week 8 good.,8067
80659,9,81,61,84,Week 9 good.,8067
80660,10,90,89,78,Week 10 good.,8067
80661,1,88,70,76,Week 1 good.,8068
80662,2,81,80,94,Week 2 good.,8068
80663,3,93,64,59,Week 3 good.,8068
80664,4,89,99,70,Week 4 good.,8068
80665,5,86,62,90,Week 5 good.,8068
80666,6,81,61,67,Week 6 good.,8068
80667,7,82,93,95,Week 7 good.,8068
80668,8,97,91,86,Week 8 good.,8068
80669,9,94,82,64,Week 9 good.,8068
80670,10,81,100,98,Week 10 good.,8068
80671,1,97,76,76,Week 1 good.,8069
80672,2,100,94,84,Week 2 good.,8069
80673,3,82,74,63,Week 3 good.,8069
80674,4,97,82,91,Week 4 good.,8069
80675,5,93,69,74,Week 5 good.,8069
80676,6,90,90,65,Week 6 good.,8069
80677,7,93,90,53,Week 7 good.,8069
80678,8,90,86,66,Week 8 good.,8069
80679,9,88,81,55,Week 9 good.,8069
80680,10,86,66,52,Week 10 good.,8069
80681,1,89,62,93,Week 1 good.,8070
80682,2,96,96,59,Week 2 good.,8070
80683,3,97,94,94,Week 3 good.,8070
80684,4,86,70,75,Week 4 good.,8070
80685,5,100,78,82,Week 5 good.,8070
80686,6,85,65,50,Week 6 good.,8070
80687,7,92,97,67,Week 7 good.,8070
80688,8,95,60,93,Week 8 good.,8070
80689,9,91,79,61,Week 9 good.,8070
80690,10,97,78,52,Week 10 good.,8070
80691,1,84,61,96,Week 1 good.,8071
80692,2,89,87,84,Week 2 good.,8071
80693,3,89,67,95,Week 3 good.,8071
80694,4,98,65,51,Week 4 good.,8071
80695,5,93,82,74,Week 5 good.,8071
80696,6,88,69,81,Week 6 good.,8071
80697,7,93,71,78,Week 7 good.,8071
80698,8,98,60,79,Week 8 good.,8071
80699,9,89,97,99,Week 9 good.,8071
80700,10,86,94,60,Week 10 good.,8071
80701,1,82,84,92,Week 1 good.,8072
80702,2,98,81,96,Week 2 good.,8072
80703,3,93,61,63,Week 3 good.,8072
80704,4,89,63,63,Week 4 good.,8072
80705,5,84,66,85,Week 5 good.,8072
80706,6,96,77,73,Week 6 good.,8072
80707,7,99,61,62,Week 7 good.,8072
80708,8,84,95,55,Week 8 good.,8072
80709,9,86,63,77,Week 9 good.,8072
80710,10,87,78,84,Week 10 good.,8072
80711,1,90,90,66,Week 1 good.,8073
80712,2,100,90,68,Week 2 good.,8073
80713,3,95,93,93,Week 3 good.,8073
80714,4,82,82,86,Week 4 good.,8073
80715,5,87,74,88,Week 5 good.,8073
80716,6,98,83,86,Week 6 good.,8073
80717,7,84,69,90,Week 7 good.,8073
80718,8,99,92,98,Week 8 good.,8073
80719,9,85,85,78,Week 9 good.,8073
80720,10,97,61,56,Week 10 good.,8073
80721,1,100,90,99,Week 1 good.,8074
80722,2,80,79,66,Week 2 good.,8074
80723,3,94,71,50,Week 3 good.,8074
80724,4,88,80,60,Week 4 good.,8074
80725,5,90,79,57,Week 5 good.,8074
80726,6,88,72,75,Week 6 good.,8074
80727,7,98,74,92,Week 7 good.,8074
80728,8,96,73,82,Week 8 good.,8074
80729,9,90,73,65,Week 9 good.,8074
80730,10,93,90,80,Week 10 good.,8074
80731,1,91,85,86,Week 1 good.,8075
80732,2,96,70,63,Week 2 good.,8075
80733,3,98,98,97,Week 3 good.,8075
80734,4,91,91,83,Week 4 good.,8075
80735,5,88,79,78,Week 5 good.,8075
80736,6,94,87,77,Week 6 good.,8075
80737,7,98,98,97,Week 7 good.,8075
80738,8,96,77,97,Week 8 good.,8075
80739,9,92,99,74,Week 9 good.,8075
80740,10,93,87,93,Week 10 good.,8075
80741,1,100,62,51,Week 1 good.,8076
80742,2,100,83,90,Week 2 good.,8076
80743,3,89,88,92,Week 3 good.,8076
80744,4,99,75,54,Week 4 good.,8076
80745,5,83,99,93,Week 5 good.,8076
80746,6,89,69,84,Week 6 good.,8076
80747,7,94,90,84,Week 7 good.,8076
80748,8,98,71,71,Week 8 good.,8076
80749,9,97,71,73,Week 9 good.,8076
80750,10,94,93,85,Week 10 good.,8076
80751,1,83,60,95,Week 1 good.,8077
80752,2,86,88,83,Week 2 good.,8077
80753,3,86,70,67,Week 3 good.,8077
80754,4,86,88,98,Week 4 good.,8077
80755,5,87,72,85,Week 5 good.,8077
80756,6,85,67,88,Week 6 good.,8077
80757,7,94,75,78,Week 7 good.,8077
80758,8,93,89,55,Week 8 good.,8077
80759,9,95,63,67,Week 9 good.,8077
80760,10,91,81,65,Week 10 good.,8077
80761,1,81,100,84,Week 1 good.,8078
80762,2,86,94,52,Week 2 good.,8078
80763,3,93,98,87,Week 3 good.,8078
80764,4,91,83,63,Week 4 good.,8078
80765,5,81,67,91,Week 5 good.,8078
80766,6,88,72,60,Week 6 good.,8078
80767,7,87,100,59,Week 7 good.,8078
80768,8,89,81,88,Week 8 good.,8078
80769,9,84,70,69,Week 9 good.,8078
80770,10,81,84,90,Week 10 good.,8078
80771,1,91,87,80,Week 1 good.,8079
80772,2,89,74,95,Week 2 good.,8079
80773,3,90,72,69,Week 3 good.,8079
80774,4,87,92,54,Week 4 good.,8079
80775,5,82,76,85,Week 5 good.,8079
80776,6,97,96,65,Week 6 good.,8079
80777,7,83,72,50,Week 7 good.,8079
80778,8,94,79,86,Week 8 good.,8079
80779,9,98,76,61,Week 9 good.,8079
80780,10,84,64,70,Week 10 good.,8079
80781,1,88,83,80,Week 1 good.,8080
80782,2,91,96,66,Week 2 good.,8080
80783,3,99,79,63,Week 3 good.,8080
80784,4,82,61,51,Week 4 good.,8080
80785,5,80,86,62,Week 5 good.,8080
80786,6,90,63,58,Week 6 good.,8080
80787,7,85,75,51,Week 7 good.,8080
80788,8,90,66,83,Week 8 good.,8080
80789,9,97,94,54,Week 9 good.,8080
80790,10,95,65,67,Week 10 good.,8080
80791,1,89,65,82,Week 1 good.,8081
80792,2,81,70,59,Week 2 good.,8081
80793,3,89,68,80,Week 3 good.,8081
80794,4,99,79,93,Week 4 good.,8081
80795,5,90,67,94,Week 5 good.,8081
80796,6,93,76,98,Week 6 good.,8081
80797,7,82,87,97,Week 7 good.,8081
80798,8,98,61,57,Week 8 good.,8081
80799,9,99,62,53,Week 9 good.,8081
80800,10,88,79,69,Week 10 good.,8081
80801,1,95,97,70,Week 1 good.,8082
80802,2,85,88,58,Week 2 good.,8082
80803,3,99,86,50,Week 3 good.,8082
80804,4,93,76,71,Week 4 good.,8082
80805,5,98,100,62,Week 5 good.,8082
80806,6,86,91,57,Week 6 good.,8082
80807,7,92,90,84,Week 7 good.,8082
80808,8,94,81,90,Week 8 good.,8082
80809,9,99,62,83,Week 9 good.,8082
80810,10,86,74,87,Week 10 good.,8082
80811,1,96,73,90,Week 1 good.,8083
80812,2,83,65,72,Week 2 good.,8083
80813,3,82,89,91,Week 3 good.,8083
80814,4,100,90,98,Week 4 good.,8083
80815,5,82,86,62,Week 5 good.,8083
80816,6,97,88,54,Week 6 good.,8083
80817,7,89,96,54,Week 7 good.,8083
80818,8,89,97,64,Week 8 good.,8083
80819,9,91,63,86,Week 9 good.,8083
80820,10,90,99,94,Week 10 good.,8083
80821,1,99,71,79,Week 1 good.,8084
80822,2,86,92,77,Week 2 good.,8084
80823,3,98,94,70,Week 3 good.,8084
80824,4,94,63,78,Week 4 good.,8084
80825,5,89,68,80,Week 5 good.,8084
80826,6,86,65,54,Week 6 good.,8084
80827,7,81,86,100,Week 7 good.,8084
80828,8,92,66,68,Week 8 good.,8084
80829,9,98,69,56,Week 9 good.,8084
80830,10,92,85,54,Week 10 good.,8084
80831,1,88,72,83,Week 1 good.,8085
80832,2,81,82,51,Week 2 good.,8085
80833,3,86,61,93,Week 3 good.,8085
80834,4,88,98,87,Week 4 good.,8085
80835,5,92,92,70,Week 5 good.,8085
80836,6,94,71,98,Week 6 good.,8085
80837,7,87,100,73,Week 7 good.,8085
80838,8,99,87,73,Week 8 good.,8085
80839,9,96,60,87,Week 9 good.,8085
80840,10,87,61,69,Week 10 good.,8085
80841,1,81,73,50,Week 1 good.,8086
80842,2,92,68,95,Week 2 good.,8086
80843,3,80,86,74,Week 3 good.,8086
80844,4,93,85,98,Week 4 good.,8086
80845,5,95,72,79,Week 5 good.,8086
80846,6,99,71,96,Week 6 good.,8086
80847,7,93,97,95,Week 7 good.,8086
80848,8,87,60,78,Week 8 good.,8086
80849,9,90,98,84,Week 9 good.,8086
80850,10,97,60,89,Week 10 good.,8086
80851,1,91,91,51,Week 1 good.,8087
80852,2,81,91,55,Week 2 good.,8087
80853,3,86,79,61,Week 3 good.,8087
80854,4,81,81,57,Week 4 good.,8087
80855,5,98,98,61,Week 5 good.,8087
80856,6,89,88,97,Week 6 good.,8087
80857,7,90,64,76,Week 7 good.,8087
80858,8,80,84,73,Week 8 good.,8087
80859,9,97,89,77,Week 9 good.,8087
80860,10,90,61,95,Week 10 good.,8087
80861,1,100,63,94,Week 1 good.,8088
80862,2,85,89,82,Week 2 good.,8088
80863,3,94,95,85,Week 3 good.,8088
80864,4,80,95,53,Week 4 good.,8088
80865,5,80,62,84,Week 5 good.,8088
80866,6,94,64,94,Week 6 good.,8088
80867,7,94,80,67,Week 7 good.,8088
80868,8,90,86,87,Week 8 good.,8088
80869,9,91,61,97,Week 9 good.,8088
80870,10,97,93,62,Week 10 good.,8088
80871,1,88,68,93,Week 1 good.,8089
80872,2,83,86,94,Week 2 good.,8089
